trip_id,taxi_id,source_file,start_time,end_time,start_lon,start_lat,end_lon,end_lat,duration_min,distance_km,num_points,avg_speed_kmh,start_hour,start_weekday,is_weekend,start_date
28296,2531,2531.txt,2008-02-05 17:41:49,2008-02-05 18:26:49,117.02389,40.32401,117.02391,40.3251,45.0,1.6263893000695158,21,2.1685190667593544,17,1,0,2008-02-05
28298,2531,2531.txt,2008-02-07 09:48:26,2008-02-07 11:11:05,117.02392,40.32513,117.08597,40.13818,82.65,89.13801085849572,56,64.70998973393517,9,3,0,2008-02-07
28300,2531,2531.txt,2008-02-07 12:32:07,2008-02-07 13:21:06,117.08608,40.1383,117.35968,40.17318,48.983333333333334,25.862387908833504,22,31.679005264307794,12,3,0,2008-02-07
28301,2531,2531.txt,2008-02-08 10:36:32,2008-02-08 12:47:40,117.38507,40.15868,117.02934,40.31174,131.13333333333333,62.902194233814164,75,28.780871789747206,10,4,0,2008-02-08
28302,2531,2531.txt,2008-02-08 17:03:02,2008-02-08 17:14:11,117.03039,40.31153,117.03848,40.29799,11.15,1.7847356547498903,4,9.603958680268468,17,4,0,2008-02-08
28303,2532,2532.txt,2008-02-02 13:39:53,2008-02-02 22:38:11,116.40174,39.89931,116.56472,40.07175,538.3,146.50462451720927,88,16.329699927610175,13,5,1,2008-02-02
28304,2532,2532.txt,2008-02-02 23:17:32,2008-02-03 06:13:27,116.56415,40.07146,116.4953,39.70419,415.9166666666667,134.55635725119762,65,19.411055343791283,23,5,1,2008-02-02
28305,2532,2532.txt,2008-02-03 07:35:43,2008-02-03 08:15:57,116.49348,39.70408,116.39782,39.82142,40.233333333333334,18.596061416933864,6,27.7323202572336,7,6,1,2008-02-03
28306,2532,2532.txt,2008-02-03 08:46:55,2008-02-04 04:37:27,116.42886,39.86448,116.49527,39.70417,1190.5333333333333,328.18671038612683,201,16.53981629227876,8,6,1,2008-02-03
28307,2532,2532.txt,2008-02-04 06:22:11,2008-02-04 13:37:15,116.49535,39.70417,116.4438,39.82524,435.06666666666666,112.00327868349511,69,15.44636083590953,6,0,0,2008-02-04
28308,2532,2532.txt,2008-02-04 14:56:52,2008-02-05 02:04:15,116.44115,39.82472,116.41301,39.86403,667.3833333333333,186.26915614121458,109,16.74622186420529,14,0,0,2008-02-04
28309,2532,2532.txt,2008-02-05 02:34:26,2008-02-05 03:10:38,116.48149,39.78092,116.49531,39.7042,36.2,22.277924149867232,6,36.92473616000093,2,1,0,2008-02-05
28310,2532,2532.txt,2008-02-05 08:06:30,2008-02-05 15:57:18,116.49451,39.70414,116.34376,39.72192,470.8,153.2172740272439,91,19.52641555147543,8,1,0,2008-02-05
28311,2532,2532.txt,2008-02-05 17:06:50,2008-02-05 17:53:40,116.35349,39.72052,116.49831,39.70463,46.833333333333336,13.423246243489105,5,17.197041450733373,17,1,0,2008-02-05
28312,2532,2532.txt,2008-02-05 18:38:04,2008-02-05 20:12:45,116.47441,39.70884,116.49832,39.70465,94.68333333333334,23.946668798043476,16,15.174794520851348,18,1,0,2008-02-05
28314,2532,2532.txt,2008-02-06 05:40:06,2008-02-06 17:19:17,116.49538,39.7042,116.49821,39.70445,699.1833333333333,203.67318196556363,127,17.478092419156376,5,2,0,2008-02-06
28318,2532,2532.txt,2008-02-07 08:07:46,2008-02-07 17:39:59,116.49534,39.70421,116.4983,39.70462,572.2166666666667,214.73436317772618,102,22.51605474149693,8,3,0,2008-02-07
28319,2532,2532.txt,2008-02-07 18:25:50,2008-02-07 22:13:28,116.49131,39.70904,116.57116,39.91401,227.63333333333333,72.73770980949911,39,19.172335284389867,18,3,0,2008-02-07
28320,2532,2532.txt,2008-02-07 23:53:14,2008-02-08 03:05:43,116.55177,39.91489,116.42476,39.85997,192.48333333333332,46.141403503697056,26,14.382981436774562,23,3,0,2008-02-07
28321,2532,2532.txt,2008-02-08 03:40:04,2008-02-08 06:48:13,116.43308,39.85733,116.49526,39.70421,188.15,71.86255968198725,33,22.916574971667472,3,4,0,2008-02-08
28322,2532,2532.txt,2008-02-08 07:27:37,2008-02-08 17:38:49,116.49178,39.7071,116.4066,39.71919,611.2,233.12986595266915,117,22.885785270222755,7,4,0,2008-02-08
28323,2533,2533.txt,2008-02-02 13:33:28,2008-02-02 17:04:14,116.36899,39.96032,116.44494,39.82481,210.76666666666668,73.74698188353503,51,20.993921776113087,13,5,1,2008-02-02
28324,2533,2533.txt,2008-02-02 17:43:58,2008-02-02 19:35:18,116.57445,39.82123,116.58894,39.82403,111.33333333333333,19.326357483753238,18,10.415402236753243,17,5,1,2008-02-02
28325,2533,2533.txt,2008-02-02 21:50:16,2008-02-03 06:13:38,116.57833,39.82141,116.5891,39.82404,503.3666666666667,141.89373761057504,100,16.913365187672014,21,5,1,2008-02-02
28326,2533,2533.txt,2008-02-03 09:03:47,2008-02-03 22:34:18,116.58909,39.82398,116.27837,39.88734,810.5166666666667,215.73719494953508,186,15.97034611293879,9,6,1,2008-02-03
28327,2533,2533.txt,2008-02-03 23:13:40,2008-02-04 00:14:00,116.29263,39.88827,116.3076,39.89551,60.333333333333336,33.120078940707465,18,32.9370950791566,23,6,1,2008-02-03
28328,2533,2533.txt,2008-02-04 01:26:48,2008-02-04 04:22:42,116.30793,39.89562,116.58917,39.824,175.9,52.71330155677303,43,17.980659996625253,1,0,0,2008-02-04
28329,2533,2533.txt,2008-02-04 09:23:37,2008-02-04 14:36:01,116.5892,39.82394,116.58912,39.82391,312.4,78.64901257078164,73,15.105444155719907,9,0,0,2008-02-04
28330,2533,2533.txt,2008-02-04 15:25:29,2008-02-04 15:42:28,116.58909,39.82408,116.57676,39.803,16.983333333333334,2.6729567651281223,4,9.44322311527109,15,0,0,2008-02-04
28331,2533,2533.txt,2008-02-04 16:42:00,2008-02-04 23:02:33,116.57561,39.8022,116.27849,39.88711,380.55,84.5591907888715,76,13.332154637583209,16,0,0,2008-02-04
28332,2533,2533.txt,2008-02-04 23:41:55,2008-02-05 05:58:11,116.28892,39.87879,116.5891,39.82401,376.26666666666665,142.33474810256163,81,22.696894630103735,23,0,0,2008-02-04
28333,2533,2533.txt,2008-02-05 09:23:33,2008-02-05 20:49:53,116.5891,39.82397,116.57245,39.82109,686.3333333333334,190.60929206587286,159,16.663269826059793,9,1,0,2008-02-05
28334,2533,2533.txt,2008-02-05 22:19:35,2008-02-05 23:02:51,116.58975,39.82408,116.58925,39.82154,43.266666666666666,6.424196863288765,7,8.90874757620938,22,1,0,2008-02-05
28336,2533,2533.txt,2008-02-06 09:33:44,2008-02-06 15:55:40,116.58909,39.82407,116.58885,39.82396,381.93333333333334,127.49456407918176,102,20.028819631918935,9,2,0,2008-02-06
28337,2533,2533.txt,2008-02-06 17:59:12,2008-02-06 18:43:51,116.58925,39.82394,116.58881,39.82394,44.65,3.2369551683869178,8,4.349771782826766,17,2,0,2008-02-06
28338,2533,2533.txt,2008-02-07 17:51:04,2008-02-08 02:22:09,116.58804,39.82158,116.35121,39.88814,511.0833333333333,181.0391424876762,128,21.253576160301137,17,3,0,2008-02-07
28339,2533,2533.txt,2008-02-08 02:52:22,2008-02-08 04:57:55,116.32988,39.86697,116.5892,39.82396,125.55,55.92984908217906,37,26.728721186226554,2,4,0,2008-02-08
28340,2533,2533.txt,2008-02-08 12:14:37,2008-02-08 12:45:46,116.589,39.82411,116.6445,39.8328,31.15,7.444849782588655,7,14.339999581230154,12,4,0,2008-02-08
28341,2534,2534.txt,2008-02-02 13:34:38,2008-02-02 14:35:54,116.34936,39.95137,116.29337,39.8834,61.266666666666666,12.760844545804389,18,12.497018597632154,13,5,1,2008-02-02
28342,2534,2534.txt,2008-02-02 18:46:34,2008-02-02 21:13:17,116.29558,39.87926,116.25148,39.87105,146.71666666666667,46.469983836020624,53,19.00396930701741,18,5,1,2008-02-02
28345,2534,2534.txt,2008-02-03 18:00:33,2008-02-03 23:40:56,116.24808,39.87904,116.31705,40.04461,340.3833333333333,91.74038373045539,105,16.171247193342772,18,6,1,2008-02-03
28346,2534,2534.txt,2008-02-04 00:50:29,2008-02-04 02:45:01,116.31329,40.04638,116.12242,39.73175,114.53333333333333,52.8873125303366,43,27.705809823808465,0,0,0,2008-02-04
28347,2534,2534.txt,2008-02-04 09:04:12,2008-02-04 11:21:16,116.12289,39.73126,116.44356,39.82537,137.06666666666666,46.08389114851187,38,20.172909549445855,9,0,0,2008-02-04
28348,2534,2534.txt,2008-02-04 12:10:44,2008-02-04 14:50:44,116.44815,39.82268,116.29138,39.88348,160.0,42.172065613930656,53,15.814524605223996,12,0,0,2008-02-04
28349,2534,2534.txt,2008-02-04 17:32:48,2008-02-05 03:31:40,116.29803,39.88025,116.123,39.73115,598.8666666666667,183.4523489157101,184,18.379952579777257,17,0,0,2008-02-04
28350,2534,2534.txt,2008-02-05 09:13:39,2008-02-05 16:48:17,116.12929,39.73771,116.28944,39.87845,454.6333333333333,172.75238859071908,152,22.798907505190584,9,1,0,2008-02-05
28351,2534,2534.txt,2008-02-05 19:25:16,2008-02-05 20:43:49,116.28894,39.87774,116.27406,39.86956,78.55,21.247381392527625,27,16.229699345024287,19,1,0,2008-02-05
28352,2534,2534.txt,2008-02-05 21:18:01,2008-02-06 01:53:35,116.27082,39.87873,116.12253,39.73206,275.56666666666666,91.26068813779365,104,19.870477639776045,21,1,0,2008-02-05
28353,2534,2534.txt,2008-02-06 10:55:52,2008-02-06 22:52:41,116.12915,39.73758,116.12248,39.73201,716.8166666666667,240.72092101740637,243,20.149162167515236,10,2,0,2008-02-06
28354,2534,2534.txt,2008-02-07 09:15:25,2008-02-07 14:50:20,116.12268,39.73192,116.27824,39.88575,334.9166666666667,119.28057946078921,110,21.369001545600455,9,3,0,2008-02-07
28355,2534,2534.txt,2008-02-07 17:06:07,2008-02-08 01:55:29,116.27969,39.88826,116.12249,39.73202,529.3666666666667,215.31911329614337,190,24.404911777158745,17,3,0,2008-02-07
28356,2534,2534.txt,2008-02-08 10:52:50,2008-02-08 11:19:58,116.12446,39.73219,116.11255,39.74158,27.133333333333333,1.6334343013420558,3,3.612016882574571,10,4,0,2008-02-08
28357,2534,2534.txt,2008-02-08 11:59:19,2008-02-08 14:20:24,116.12157,39.73988,116.0623,39.76058,141.08333333333334,14.752658730373383,27,6.274019070211952,11,4,0,2008-02-08
28358,2535,2535.txt,2008-02-02 13:39:08,2008-02-03 06:29:27,116.42237,39.85249,116.75349,40.11733,1010.3166666666667,278.20081859318583,238,16.521601262565678,13,5,1,2008-02-02
28359,2535,2535.txt,2008-02-03 07:08:49,2008-02-03 15:55:27,116.75083,40.11673,116.44343,39.82568,526.6333333333333,132.38104552770824,131,15.082339511986506,7,6,1,2008-02-03
28360,2535,2535.txt,2008-02-03 17:59:06,2008-02-04 03:05:40,116.44347,39.82573,116.76853,40.047,546.5666666666667,148.74654476689668,178,16.328827259889856,17,6,1,2008-02-03
28361,2535,2535.txt,2008-02-04 07:11:07,2008-02-04 21:44:12,116.76853,40.04697,116.35419,39.98568,873.0833333333334,251.37066646524673,233,17.274685487732906,7,0,0,2008-02-04
28362,2535,2535.txt,2008-02-04 22:16:26,2008-02-04 23:19:54,116.48367,39.98248,116.75345,40.11731,63.46666666666667,42.79425824807969,20,40.456756747134165,22,0,0,2008-02-04
28363,2535,2535.txt,2008-02-05 07:11:37,2008-02-05 23:08:44,116.75209,40.11668,116.76852,40.04688,957.1166666666667,296.09243751202627,286,18.561526373366092,7,1,0,2008-02-05
28364,2535,2535.txt,2008-02-06 07:14:19,2008-02-06 08:37:49,116.76676,40.04797,116.59956,40.03497,83.5,35.13097306468124,26,25.243812980609277,7,2,0,2008-02-06
28365,2535,2535.txt,2008-02-06 09:09:12,2008-02-06 20:39:20,116.45322,39.99579,116.47369,39.98835,690.1333333333333,225.4330727030094,200,19.599088623716042,9,2,0,2008-02-06
28366,2535,2535.txt,2008-02-06 21:23:59,2008-02-06 21:55:50,116.64977,40.03481,116.7535,40.11737,31.85,31.426802216084816,12,59.20276712606244,21,2,0,2008-02-06
28367,2535,2535.txt,2008-02-07 07:07:49,2008-02-08 02:54:03,116.75335,40.10644,116.76859,40.04694,1186.2333333333333,438.8925493385151,350,22.19930280184694,7,3,0,2008-02-07
28368,2535,2535.txt,2008-02-08 07:19:15,2008-02-08 08:07:06,116.76989,40.0673,116.75354,40.11726,47.85,25.224891921640168,19,31.629958522432812,7,4,0,2008-02-08
28369,2535,2535.txt,2008-02-08 10:08:53,2008-02-08 10:31:33,116.75111,40.11447,116.85674,40.12008,22.666666666666668,11.600581509838062,9,30.70742164368898,10,4,0,2008-02-08
28370,2535,2535.txt,2008-02-08 11:05:43,2008-02-08 12:31:23,116.84226,40.11667,116.75357,40.11745,85.66666666666667,28.118723547910843,30,19.694047621104872,11,4,0,2008-02-08
28371,2535,2535.txt,2008-02-08 16:06:42,2008-02-08 16:17:40,116.75365,40.11696,116.75183,40.09342,10.966666666666667,2.6804006185551685,4,14.664805815803353,16,4,0,2008-02-08
28372,2535,2535.txt,2008-02-08 17:01:53,2008-02-08 17:39:19,116.75186,40.11287,116.75097,40.11491,37.43333333333333,3.099421325604834,5,4.967905953774445,17,4,0,2008-02-08
28373,2536,2536.txt,2008-02-02 13:38:52,2008-02-03 09:17:25,116.44241,39.92152,116.50511,40.01018,1178.55,290.4902310299484,193,14.788862468114976,13,5,1,2008-02-02
28374,2536,2536.txt,2008-02-03 10:52:08,2008-02-03 20:12:39,116.50445,40.00948,116.33407,39.98738,560.5166666666667,147.94699846202374,100,15.836852738939832,10,6,1,2008-02-03
28375,2536,2536.txt,2008-02-03 20:53:13,2008-02-04 01:14:45,116.3343,39.98596,116.34838,39.86115,261.53333333333336,98.37164211510553,47,22.568054525514906,20,6,1,2008-02-03
28376,2536,2536.txt,2008-02-04 01:44:54,2008-02-04 05:00:05,116.41054,39.89522,116.41002,39.91427,195.18333333333334,77.08802651095637,33,23.697113435184264,1,0,0,2008-02-04
28377,2536,2536.txt,2008-02-04 06:04:37,2008-02-04 09:42:01,116.40947,39.91434,116.44303,39.82575,217.4,53.13919101592834,40,14.665830087192733,6,0,0,2008-02-04
28378,2536,2536.txt,2008-02-04 10:56:37,2008-02-04 15:49:24,116.44343,39.8259,116.33772,39.94537,292.78333333333336,88.19298469821165,52,18.07336169599601,10,0,0,2008-02-04
28379,2536,2536.txt,2008-02-05 08:24:17,2008-02-05 08:34:20,116.33565,39.9464,116.38947,39.96714,10.05,7.488589827293917,3,44.70799896891891,8,1,0,2008-02-05
28380,2536,2536.txt,2008-02-05 09:30:20,2008-02-05 19:07:32,116.5045,40.01044,116.48385,39.94988,577.2,193.00024091027367,106,20.06239510501805,9,1,0,2008-02-05
28381,2536,2536.txt,2008-02-05 19:42:26,2008-02-05 22:53:19,116.44477,39.93995,116.50612,40.01086,190.88333333333333,59.24304491843749,32,18.621755147679643,19,1,0,2008-02-05
28382,2536,2536.txt,2008-02-06 10:46:36,2008-02-06 19:18:55,116.50601,40.01079,117.3159,40.20565,512.3166666666667,174.211020695618,82,20.402735108631532,10,2,0,2008-02-06
28383,2536,2536.txt,2008-02-06 20:18:25,2008-02-06 21:37:52,117.31508,40.19704,117.09206,40.13728,79.45,29.60293710235456,13,22.355899636768704,20,2,0,2008-02-06
28384,2536,2536.txt,2008-02-07 18:54:23,2008-02-07 19:16:27,117.09106,40.13528,117.09226,40.13725,22.066666666666666,8.147951006085417,5,22.154549563374246,18,3,0,2008-02-07
28385,2536,2536.txt,2008-02-08 11:36:16,2008-02-08 11:47:13,117.10761,40.113,117.1088,40.10317,10.95,4.118735252006587,3,22.568412339762123,11,4,0,2008-02-08
28386,2536,2536.txt,2008-02-08 14:22:29,2008-02-08 14:38:36,117.11531,40.10339,117.10766,40.10978,16.116666666666667,1.5546732046015772,4,5.787821651050339,14,4,0,2008-02-08
28387,2536,2536.txt,2008-02-08 15:33:04,2008-02-08 16:00:12,117.11538,40.10337,117.09231,40.13694,27.133333333333333,5.240981210470717,5,11.589393340107238,15,4,0,2008-02-08
28389,2537,2537.txt,2008-02-02 15:38:14,2008-02-02 16:10:18,116.45841,39.9878,116.45868,39.97113,32.06666666666667,6.522893027725981,5,12.204997349175432,15,5,1,2008-02-02
28390,2537,2537.txt,2008-02-02 17:19:53,2008-02-02 20:19:50,116.46151,39.97788,116.45884,39.97108,179.95,40.555747477516206,23,13.522338697699208,17,5,1,2008-02-02
28391,2537,2537.txt,2008-02-02 23:12:30,2008-02-03 03:51:00,116.45645,39.97448,116.4587,39.97111,278.5,94.91964879444068,37,20.449475503290632,23,5,1,2008-02-02
28392,2537,2537.txt,2008-02-03 10:07:21,2008-02-03 10:35:53,116.4511,39.98404,116.42871,39.94802,28.533333333333335,10.41480242757118,4,21.900285478537526,10,6,1,2008-02-03
28393,2537,2537.txt,2008-02-03 11:39:39,2008-02-03 12:06:12,116.46289,39.98458,116.45876,39.97092,26.55,6.905287760389781,5,15.605170079976906,11,6,1,2008-02-03
28396,2537,2537.txt,2008-02-03 15:56:43,2008-02-03 16:38:05,116.45862,39.9702,116.44328,39.82558,41.36666666666667,18.712539748347936,8,27.141475863840682,15,6,1,2008-02-03
28397,2537,2537.txt,2008-02-03 17:52:52,2008-02-03 19:22:11,116.44867,39.82387,116.44627,39.95137,89.31666666666666,18.276540179806318,16,12.277578773521691,17,6,1,2008-02-03
28398,2537,2537.txt,2008-02-03 19:53:14,2008-02-03 20:03:18,116.4391,39.96271,116.43938,39.96728,10.066666666666666,3.732224504291067,3,22.24504671431762,19,6,1,2008-02-03
28400,2537,2537.txt,2008-02-03 22:20:37,2008-02-04 00:14:01,116.36423,39.85989,116.39667,39.99642,113.4,52.390367512439305,17,27.719771170602804,22,6,1,2008-02-03
28403,2537,2537.txt,2008-02-04 09:12:38,2008-02-04 09:49:17,116.3975,39.99642,116.42957,39.96613,36.65,6.9013244936038,8,11.298211994985758,9,0,0,2008-02-04
28404,2537,2537.txt,2008-02-04 10:22:47,2008-02-04 11:05:28,116.35113,39.90131,116.42389,39.90369,42.68333333333333,17.514309950730077,8,24.619881227109833,10,0,0,2008-02-04
28405,2537,2537.txt,2008-02-04 11:40:39,2008-02-04 19:54:52,116.46113,39.96715,116.45883,39.97127,494.21666666666664,112.68811531451544,60,13.680815267671253,11,0,0,2008-02-04
28406,2537,2537.txt,2008-02-04 21:07:17,2008-02-04 21:14:54,116.46328,39.97931,116.45869,39.97109,7.616666666666666,1.97552296331753,3,15.56210649440505,21,0,0,2008-02-04
28407,2537,2537.txt,2008-02-04 22:06:17,2008-02-04 23:22:36,116.46098,39.97212,116.98067,40.34138,76.31666666666666,77.9909161930249,14,61.31629139438517,22,0,0,2008-02-04
28408,2537,2537.txt,2008-02-05 09:45:21,2008-02-05 13:13:34,116.98063,40.34124,116.42813,40.02074,208.21666666666667,111.93913094689931,34,32.25653337139498,9,1,0,2008-02-05
28409,2537,2537.txt,2008-02-05 14:07:19,2008-02-05 14:22:24,116.31855,39.96881,116.32745,39.93118,15.083333333333334,15.356065716706075,4,61.08490229849931,14,1,0,2008-02-05
28410,2537,2537.txt,2008-02-05 15:06:53,2008-02-05 16:12:05,116.26914,39.87158,116.49541,39.89932,65.2,34.38529417678654,6,31.642908751644054,15,1,0,2008-02-05
28411,2537,2537.txt,2008-02-05 17:21:37,2008-02-05 18:32:02,116.48387,39.93963,116.82487,40.37608,70.41666666666667,67.88964730320002,15,57.84680006899883,17,1,0,2008-02-05
28413,2537,2537.txt,2008-02-06 11:06:57,2008-02-06 12:28:24,116.84489,40.37053,116.97781,40.3417,81.45,22.059429903471937,14,16.250040444546546,11,2,0,2008-02-06
28414,2537,2537.txt,2008-02-06 19:24:58,2008-02-06 20:23:47,116.9774,40.34308,116.97791,40.34156,58.81666666666667,28.335912774007298,11,28.906003396550375,19,2,0,2008-02-06
28415,2537,2537.txt,2008-02-06 23:28:59,2008-02-07 00:14:06,116.98905,40.35937,116.97792,40.34138,45.11666666666667,28.87673508957394,10,38.402750765595194,23,2,0,2008-02-06
28416,2537,2537.txt,2008-02-07 08:54:26,2008-02-07 09:39:43,116.9778,40.34157,116.82306,40.37466,45.28333333333333,15.576949543443886,9,20.639314816488035,8,3,0,2008-02-07
28417,2537,2537.txt,2008-02-07 10:56:07,2008-02-07 12:06:14,116.83296,40.37546,116.97679,40.34214,70.11666666666666,22.66399263366622,13,19.393956140051912,10,3,0,2008-02-07
28418,2537,2537.txt,2008-02-07 22:58:31,2008-02-07 23:36:13,116.98504,40.36109,116.97787,40.3415,37.7,27.924518956348855,9,44.442205235568466,22,3,0,2008-02-07
28419,2537,2537.txt,2008-02-08 09:03:40,2008-02-08 10:12:55,116.97785,40.34152,116.97793,40.34151,69.25,31.754816996717025,13,27.51319884192089,9,4,0,2008-02-08
28420,2537,2537.txt,2008-02-08 11:06:31,2008-02-08 12:32:11,116.99812,40.35984,117.03304,40.35903,85.66666666666667,29.36417450171417,16,20.56634790003327,11,4,0,2008-02-08
28422,2537,2537.txt,2008-02-08 17:06:51,2008-02-08 17:36:55,117.0195,40.35934,116.97962,40.34237,30.066666666666666,8.041184595300056,6,16.04670983541031,17,4,0,2008-02-08
28423,2538,2538.txt,2008-02-02 13:43:30,2008-02-02 14:19:23,116.3725,39.94901,116.46918,39.90013,35.88333333333333,11.717077479126633,8,19.591954911684105,13,5,1,2008-02-02
28424,2538,2538.txt,2008-02-02 15:38:57,2008-02-02 16:09:55,116.44535,39.90688,116.46771,39.87065,30.966666666666665,7.684809552433295,3,14.88983551601715,15,5,1,2008-02-02
28425,2538,2538.txt,2008-02-02 17:16:24,2008-02-02 18:28:53,116.49217,39.89206,116.47106,39.89182,72.48333333333333,17.842100339612863,7,14.769271377927408,17,5,1,2008-02-02
28426,2538,2538.txt,2008-02-03 14:50:44,2008-02-03 15:47:58,116.58472,39.91922,116.58495,39.91747,57.233333333333334,23.72171487748265,9,24.868425614134402,14,6,1,2008-02-03
28427,2538,2538.txt,2008-02-03 16:39:42,2008-02-03 19:42:37,116.60857,39.92298,116.64049,39.90558,182.91666666666666,34.775249614204526,28,11.406915590991916,16,6,1,2008-02-03
28429,2538,2538.txt,2008-02-05 12:53:12,2008-02-05 15:48:50,116.37569,39.88121,116.30687,39.97938,175.63333333333333,74.94558445214416,18,25.60297058528364,12,1,0,2008-02-05
28430,2538,2538.txt,2008-02-05 16:54:50,2008-02-05 18:21:12,116.40257,39.99039,116.42048,39.91271,86.36666666666666,27.025239413414937,10,18.77477072332956,16,1,0,2008-02-05
28431,2538,2538.txt,2008-02-05 18:51:38,2008-02-05 19:11:51,116.41779,39.86412,116.4515,39.86534,20.216666666666665,8.29292725922139,4,24.612150151028032,18,1,0,2008-02-05
28432,2539,2539.txt,2008-02-02 13:40:00,2008-02-05 01:58:35,116.3345,39.975,116.49748,40.00761,3618.5833333333335,665.3908921491588,660,11.032895984786734,13,5,1,2008-02-02
28433,2539,2539.txt,2008-02-05 02:33:35,2008-02-05 16:20:16,116.49745,40.00762,116.41834,39.96774,826.6833333333333,118.18657805448068,155,8.577885143366675,2,1,0,2008-02-05
28434,2539,2539.txt,2008-02-05 17:15:15,2008-02-08 17:34:52,116.61267,40.15445,116.84877,40.37437,4339.616666666667,152.16830401117727,833,2.103895099952139,17,1,0,2008-02-05
28435,254,254.txt,2008-02-02 13:45:57,2008-02-03 03:47:16,116.43457,39.92118,116.71573,40.17533,841.3166666666667,229.68275475284483,110,16.380235684348765,13,5,1,2008-02-02
28436,254,254.txt,2008-02-03 07:40:05,2008-02-03 18:28:07,116.70937,40.17528,116.41088,40.01445,648.0333333333333,190.4411805102466,77,17.63253561640059,7,6,1,2008-02-03
28437,254,254.txt,2008-02-03 19:13:22,2008-02-04 01:28:06,116.41102,40.00168,116.4895,39.99488,374.73333333333335,129.1185089889137,56,20.673662709486273,19,6,1,2008-02-03
28438,254,254.txt,2008-02-04 02:10:56,2008-02-04 02:54:51,116.50653,40.01025,116.71587,40.17535,43.916666666666664,30.280654125229685,7,41.37015364357756,2,0,0,2008-02-04
28440,254,254.txt,2008-02-04 09:57:48,2008-02-04 19:47:27,116.70627,40.1783,116.56705,40.07078,589.65,185.578234720169,86,18.883564967709898,9,0,0,2008-02-04
28441,254,254.txt,2008-02-04 22:29:04,2008-02-05 01:57:35,116.56595,40.07082,116.48278,39.98845,208.51666666666668,66.82043964181666,26,19.22736653429302,22,0,0,2008-02-04
28442,254,254.txt,2008-02-05 02:32:36,2008-02-05 03:08:51,116.49967,40.00665,116.71608,40.17,36.25,30.977300892497624,7,51.27277389103055,2,1,0,2008-02-05
28443,254,254.txt,2008-02-05 07:36:40,2008-02-05 17:17:10,116.70945,40.17515,116.31028,39.97887,580.5,176.12078195871,80,18.203698393665118,7,1,0,2008-02-05
28444,254,254.txt,2008-02-05 17:47:29,2008-02-05 22:30:21,116.34988,39.89808,116.35497,39.96145,282.8666666666667,85.96187566473196,38,18.233723332137348,17,1,0,2008-02-05
28445,254,254.txt,2008-02-05 23:00:37,2008-02-06 02:34:58,116.41968,39.92772,116.71568,40.17537,214.35,86.05378258112303,25,24.087832772882585,23,1,0,2008-02-05
28448,254,254.txt,2008-02-06 10:43:29,2008-02-06 15:43:14,116.70647,40.17825,116.71188,40.17497,299.75,110.37214755461618,37,22.09284021109915,10,2,0,2008-02-06
28449,254,254.txt,2008-02-06 16:53:09,2008-02-06 17:31:34,116.70938,40.1752,116.47147,40.21582,38.416666666666664,22.816096224556297,5,35.63468390820073,16,2,0,2008-02-06
28450,254,254.txt,2008-02-06 18:06:15,2008-02-06 18:24:15,116.47928,40.20793,116.68972,40.19733,18.0,19.203181401959117,4,64.01060467319707,18,2,0,2008-02-06
28451,254,254.txt,2008-02-07 09:52:33,2008-02-07 19:37:12,116.70647,40.1782,116.62215,40.11635,584.65,208.66274052839952,80,21.414118586682584,9,3,0,2008-02-07
28452,254,254.txt,2008-02-07 22:03:21,2008-02-07 22:15:22,116.65612,40.10718,116.69158,40.17367,12.016666666666667,11.048463556094742,3,55.16569875442589,22,3,0,2008-02-07
28456,254,254.txt,2008-02-08 16:13:48,2008-02-08 16:37:09,116.70957,40.175,116.82415,40.20407,23.35,11.594863358563423,4,29.794081435280738,16,4,0,2008-02-08
28458,2540,2540.txt,2008-02-02 13:39:11,2008-02-03 02:39:06,116.44289,39.91195,116.45637,39.90449,779.9166666666666,173.80439567667975,141,13.370997423571902,13,5,1,2008-02-02
28459,2540,2540.txt,2008-02-03 04:46:05,2008-02-04 19:19:22,116.34187,40.00684,116.56257,40.07011,2313.2833333333333,549.7870734574742,418,14.259915303982845,4,6,1,2008-02-03
28460,2540,2540.txt,2008-02-04 19:50:40,2008-02-07 12:44:00,116.46302,39.98532,116.54139,40.05716,3893.3333333333335,304.05308609912885,719,4.685749614541369,19,0,0,2008-02-04
28461,2540,2540.txt,2008-02-07 13:51:48,2008-02-08 17:36:25,116.50006,40.00772,116.77771,40.09124,1664.6166666666666,179.77833388728467,326,6.479990408144266,13,3,0,2008-02-07
28462,2541,2541.txt,2008-02-02 13:36:28,2008-02-03 12:51:22,116.50963,40.00843,116.26529,39.97154,1394.9,43.05231213433074,244,1.8518450986162767,13,5,1,2008-02-02
28464,2541,2541.txt,2008-02-04 01:52:27,2008-02-05 02:02:07,116.265,39.97127,116.26515,39.97139,1449.6666666666667,16.55406195569035,275,0.6851531736087062,1,0,0,2008-02-04
28465,2541,2541.txt,2008-02-05 02:37:07,2008-02-08 17:36:48,116.26473,39.97154,116.48295,39.9388,5219.683333333333,344.84503635775536,989,3.963976521206329,2,1,0,2008-02-05
28466,2542,2542.txt,2008-02-02 13:36:19,2008-02-03 02:21:15,116.23777,40.218,116.37915,40.15696,764.9333333333333,18.041244068692915,142,1.4151228570527823,13,5,1,2008-02-02
